display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,jobs,grp
0,0,Life Sciences Total,,,0,000,00000,United States,2007,000000,,0,0,1846394.8006464753,355319281877.4529
0,0,Life Sciences Total,,,0,000,00000,United States,2008,000000,,0,0,1869183.3123790089,363690733696.8355
0,0,Life Sciences Total,,,0,000,00000,United States,2009,000000,,0,0,1839103.1087111149,386337935317.73126
0,0,Life Sciences Total,,,0,000,00000,United States,2010,000000,,0,0,1845152.7127768837,408552830075.6742
0,0,Life Sciences Total,,,0,000,00000,United States,2011,000000,,0,0,1858192.7299936477,411082116951.7061
0,0,Life Sciences Total,,,0,000,00000,United States,2012,000000,,0,0,1866982.3363508491,438327046478.43384
0,0,Life Sciences Total,,,0,000,00000,United States,2013,000000,,0,0,1883328.992652284,458723422630.03
0,0,Life Sciences Total,,,0,000,00000,United States,2014,000000,,0,0,1907267.791549006,466742466903.77155
0,0,Life Sciences Total,,,0,000,00000,United States,2015,000000,,0,0,1949862.4639376258,486622064194.27295
0,0,Life Sciences Total,,,0,000,00000,United States,2016,000000,,0,0,1990583.4533300197,493170269065.3157
0,0,Life Sciences Total,,,0,000,00000,United States,2017,000000,,0,0,1987129.3438883459,528675570893.77924
0,0,Life Sciences Total,,,0,000,00000,United States,2018,000000,,0,0,2110557.1432455815,593665068907.6057
0,0,Life Sciences Total,,,0,000,00000,United States,2019,000000,,0,0,2190004.03459947,617476820022.7256
0,0,Life Sciences Total,,,0,000,00000,United States,2020,000000,,0,0,2237576.1785128196,666254492067.8002
0,0,Life Sciences Total,,,0,000,00000,United States,2021,000000,,0,0,2355576.28152765,749439764726.646
0,0,Life Sciences Total,,,0,000,00000,United States,2022,000000,,0,0,2492100.617619857,813771518694.8708
0,0,Life Sciences Total,,,0,000,00000,United States,2023,000000,,0,0,2530810.345656561,864280108511.7665
0,0,Life Sciences Total,,,0,000,00000,United States,2024,000000,,0,0,2530772.2769974545,874027916990.9694
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2007,000000,,0,0,5093.41601060981,602773751.9671896
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2008,000000,,0,0,5648.616605461646,706711506.6436357
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2009,000000,,0,0,5880.057177353141,818225437.6824726
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2010,000000,,0,0,5892.851952024167,873759574.5815679
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2011,000000,,0,0,5926.61062562867,873924449.9759208
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2012,000000,,0,0,6226.896844137264,901012253.5799013
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2013,000000,,0,0,6230.394543016495,880575445.0732281
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2014,000000,,0,0,5977.279404975464,861368237.6189815
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2015,000000,,0,0,6130.80859317533,859411455.1907294
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2016,000000,,0,0,6321.64887259688,952815986.278264
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2017,000000,,0,0,6350.2215400307105,1242367122.3485756
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2018,000000,,0,0,6577.408016407196,1222673152.1425886
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,7173.848531714039,1291859180.8554904
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,7237.849109098849,1432027200.8075964
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,8606.293539430133,2163876168.2943783
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,10204.127799390339,2636568549.943446
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,9339.66159754906,2546959476.555289
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2024,000000,,0,0,8851.930797287758,2417973920.2086554
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2007,000000,,0,0,69728.65588831136,18107286332.87646
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2008,000000,,0,0,69893.96752777984,17379267990.3554
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2009,000000,,0,0,68897.760128954,18438441393.57387
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2010,000000,,0,0,68269.64029428235,20025799371.648857
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2011,000000,,0,0,67563.39078806514,20550226400.13333
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2012,000000,,0,0,65576.01129388862,22894997315.4753
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2013,000000,,0,0,67276.9116454425,23394115358.66004
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2014,000000,,0,0,68041.13026981788,23399133902.44066
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2015,000000,,0,0,71598.20980115017,26333303273.187054
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2016,000000,,0,0,70928.26031320843,25299148363.227253
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2017,000000,,0,0,69760.07930615774,28833142804.303486
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2018,000000,,0,0,71865.67599913255,33230921201.25261
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,73477.68355611214,32659590140.07792
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,74162.36862729937,33184699376.478893
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,75675.36510492,38436303443.87774
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,76293.56761762028,41513051137.10247
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,76272.27765424846,43697670652.86143
