display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,jobs
0,0,Agbiosciences Total,,,0,000,00000,United States,2019,000000,,0.0,0.0,5004748.038088368
0,0,Agbiosciences Total,,,0,000,00000,United States,2020,000000,,0.0,0.0,4874387.249965139
0,0,Agbiosciences Total,,,0,000,00000,United States,2021,000000,,0.0,0.0,4962838.5245895805
0,0,Agbiosciences Total,,,0,000,00000,United States,2022,000000,,0.0,0.0,5156974.062384841
0,0,Agbiosciences Total,,,0,000,00000,United States,2023,000000,,0.0,0.0,5249064.18320392
0,0,Agbiosciences Total,,,0,000,00000,United States,2024,000000,,0.0,0.0,5279302.554211424
0,0,Agbiosciences Total,,,0,000,00000,United States,2025,000000,,0.0,0.0,5373385.882513732
0,0,Agbiosciences Total,,,0,000,00000,United States,2026,000000,,0.0,0.0,5445651.8375130445
0,0,Agbiosciences Total,,,0,000,00000,United States,2027,000000,,0.0,0.0,5500773.140414688
0,0,Agbiosciences Total,,,0,000,00000,United States,2028,000000,,0.0,0.0,5546280.440111771
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2019,000000,,0.0,0.0,1236.620811262908
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2020,000000,,0.0,0.0,1248.848800337537
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2021,000000,,0.0,0.0,1249.62785740672
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2022,000000,,0.0,0.0,1304.103805910076
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2023,000000,,0.0,0.0,1255.40462155901
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2024,000000,,0.0,0.0,1285.0313087568
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2025,000000,,0.0,0.0,1310.477125564141
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2026,000000,,0.0,0.0,1329.25098418925
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2027,000000,,0.0,0.0,1343.1558487683728
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2028,000000,,0.0,0.0,1353.5708497801393
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0.0,0.0,113108.16211103137
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0.0,0.0,110346.47887228802
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0.0,0.0,113900.32059527184
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0.0,0.0,118389.25067537048
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0.0,0.0,124943.49316429463
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2024,000000,,0.0,0.0,127404.64465436591
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2025,000000,,0.0,0.0,130404.55339405063
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2026,000000,,0.0,0.0,132690.57505419705
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2027,000000,,0.0,0.0,134479.9306832241
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2028,000000,,0.0,0.0,135893.48025976264
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2019,000000,,0.0,0.0,29640.741166073913
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2020,000000,,0.0,0.0,27877.077604739952
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0.0,0.0,28541.879368881804
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2022,000000,,0.0,0.0,30085.801413587327
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2023,000000,,0.0,0.0,32264.965986448977
