display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,asian,black,hawaiian,hispanic,white,aian,diversity,two_or_more
0,0,Life Sciences Total,,,0,000,00000,United States,2019,000000,,0,0,277594.20520337834,178317.56104601172,3197.339813523067,259923.3726605214,1433327.6145347136,6407.693503689107,7.651449228626921,31236.247837130988
0,0,Life Sciences Total,,,0,000,00000,United States,2020,000000,,0,0,289660.7280614619,183241.1591845907,3383.82525261903,270143.3782702641,1450736.2899957215,6613.510583337141,7.804711780480111,33797.28716520106
0,0,Life Sciences Total,,,0,000,00000,United States,2021,000000,,0,0,312164.5820803272,196154.4113648641,3729.4520634653186,291702.5425404106,1506399.5638817397,7145.456518494824,8.04142742971852,38280.27307893691
0,0,Life Sciences Total,,,0,000,00000,United States,2022,000000,,0,0,338136.2813961464,214077.62637332457,4064.1759165405397,319189.83701078355,1566948.7329722748,7765.01025240353,8.314080804177586,41918.95369905939
0,0,Life Sciences Total,,,0,000,00000,United States,2023,000000,,0,0,346397.230367688,218884.674920755,4355.743647481726,329843.7113304477,1579395.2090246698,8125.700250319185,8.481545722366102,43808.076115688666
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,213.17336771502022,189.19238856723985,4.63322655485,198.7485247641572,6464.809638262451,15.704917511945652,709.0388934533942,87.58646833979242
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,216.77881160258556,194.91351842916353,3.52327788017,216.41009973070328,6483.454018078836,18.98323588467646,754.3950910067617,103.7861474804591
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,274.06723985552503,252.9386128766708,5.000993600247,306.45031342772114,7608.999281324681,23.940468423060267,997.2942580975728,134.89662991616154
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,333.1981118687055,326.3724825917582,7.858668728163411,470.49277843666687,8864.466206846684,26.38703930975271,1339.6615925498008,175.3525116147731
0,0,Life Sciences Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,317.05783563193506,265.97756208676185,5.5884642953300006,448.4465608019223,8120.177671028146,22.68233606949,1219.4839265209298,159.73116763604406
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,10104.612733138323,5472.567224804201,44.75413920982598,9314.676834783571,47665.08961654033,78.3181462774374,25812.59393959214,797.6648613666979
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,10431.3582349065,5472.354351408396,48.37390759360283,9559.492081026656,47735.504120253245,75.31248923385671,26426.86450705007,839.9734428755029
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,10838.148704530237,5631.199864822434,49.86652401204409,10123.042821874555,48042.715196018195,81.21551233592723,27632.649908833195,909.1764812451347
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,11074.41853627909,5941.789792159732,58.1146272997224,10603.267346981345,47578.386423171185,83.04343140344399,28715.181194443954,954.5474603166081
0,0,Life Sciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,11270.414280976052,6020.3336188542335,62.00157157092475,10829.967856732057,47031.93841951371,83.952953670447,29240.339234650703,973.6689528328345
