display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,females,males
0,0,Agbiosciences Total,,,0,000,00000,United States,2019,000000,,0.0,0.0,1625150.9273975706,3379597.1106908084
0,0,Agbiosciences Total,,,0,000,00000,United States,2020,000000,,0.0,0.0,1577487.090934468,3296900.1590301436
0,0,Agbiosciences Total,,,0,000,00000,United States,2021,000000,,0.0,0.0,1629968.2131663514,3332870.3114232137
0,0,Agbiosciences Total,,,0,000,00000,United States,2022,000000,,0.0,0.0,1718446.9278126229,3438527.134575813
0,0,Agbiosciences Total,,,0,000,00000,United States,2023,000000,,0.0,0.0,1760430.5063372096,3488633.6768677686
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2019,000000,,0.0,0.0,404.61961779201806,832.0011934714569
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2020,000000,,0.0,0.0,413.2015065298701,835.6472938069492
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2021,000000,,0.0,0.0,407.3533823443298,842.2744750631969
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2022,000000,,0.0,0.0,415.68743706271306,888.4163688479139
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2023,000000,,0.0,0.0,395.80405445093095,859.6005671096921
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0.0,0.0,41492.60772753489,72079.26683830646
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0.0,0.0,40421.01109747736,70361.95802264754
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0.0,0.0,42637.36918633342,71613.75325498731
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0.0,0.0,44670.404682054985,74017.68389508744
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0.0,0.0,47425.52098554927,77746.20166471951
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2019,000000,,0.0,0.0,9204.493650360937,20436.2475157244
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2020,000000,,0.0,0.0,8849.072292086314,19028.00531264895
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0.0,0.0,9139.974340579567,19401.905028304045
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2022,000000,,0.0,0.0,9719.148006107453,20366.65340746235
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2023,000000,,0.0,0.0,10448.60721027608,21816.35877616212
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2019,000000,,0.0,0.0,289.13536374553104,606.849703926254
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2020,000000,,0.0,0.0,307.12711305223786,565.5199085242162
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2021,000000,,0.0,0.0,258.25235144860704,522.8010489213269
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2022,000000,,0.0,0.0,270.11845046717104,532.5094239864378
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2023,000000,,0.0,0.0,283.56327909463596,580.5944287631711
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0.0,0.0,908.0464169939625,1619.66541933592
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0.0,0.0,849.8656997795449,1528.8720454813074
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0.0,0.0,865.739595858307,1428.146403732737
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2022,000000,,0.0,0.0,949.9258737408081,1551.8561250733956
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0.0,0.0,1095.2841442649662,1647.2082050200497
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2019,000000,,0.0,0.0,1400.4926137241803,3412.9780637990925
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2020,000000,,0.0,0.0,1382.232920476371,3428.3483431195123
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2021,000000,,0.0,0.0,1442.4485575804529,3539.22446638656
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2022,000000,,0.0,0.0,1460.587042101219,3462.4947628777068
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2023,000000,,0.0,0.0,1433.1963218662315,3398.629908294528
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2019,000000,,0.0,0.0,1414.6195530655007,3620.278257040413
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2020,000000,,0.0,0.0,1403.3334402225848,3471.848140223582
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2021,000000,,0.0,0.0,1463.2772141539056,3405.3959914092766
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2022,000000,,0.0,0.0,1600.4132137515242,3412.8305918791957
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2023,000000,,0.0,0.0,1646.3805867662306,3440.7605005991873
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,000000,,0.0,0.0,7482.493847164497,16379.705339150056
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2020,000000,,0.0,0.0,7200.963269844167,16158.379393747133
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2021,000000,,0.0,0.0,7467.007186575203,16711.011625907686
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0.0,0.0,8213.513443998932,17615.738167839616
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0.0,0.0,8485.490123621094,17826.573655357603
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2019,000000,,0.0,0.0,193.14694250586,485.93627056926186
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2020,000000,,0.0,0.0,195.11258929275598,478.8999605110001
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2021,000000,,0.0,0.0,203.79286215212002,498.6230888257591
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2022,000000,,0.0,0.0,196.01377701488497,524.5405556587
