sector_id,sector_name,statefips,countyfips,metrofips,geo_area,year,own,disc,naics,naics_title,repunits,empl,wages
0,Life Sciences Total,0 ,000,00000,United States,2019,0,0,000000,,130583.0,2442457.33,273702290938.0
0,Life Sciences Total,0 ,000,00000,United States,2020,0,0,000000,,137986.0,2489769.83,298447148165.0
0,Life Sciences Total,0 ,000,00000,United States,2021,0,0,000000,,149908.0,2614946.99,328419223975.0
0,Life Sciences Total,0 ,000,00000,United States,2022,0,0,000000,,165972.0,2758292.52,353186115655.0
0,Life Sciences Total,0 ,000,00000,United States,2023,0,0,000000,,175358.0,2797957.83,372024940684.0
0,Life Sciences Total,0 ,000,00000,United States,2024,0,0,000000,,179539.0,2796801.98,392329091633.0
0,Life Sciences Total,00,000,14020,Bloomington,2019,0,0,000000,,50.0,145.66,10210639.0
0,Life Sciences Total,00,000,14020,Bloomington,2020,0,0,000000,,53.0,136.75,9414882.0
0,Life Sciences Total,00,000,14020,Bloomington,2021,0,0,000000,,56.0,150.49,12797861.0
0,Life Sciences Total,00,000,14020,Bloomington,2022,0,0,000000,,62.0,174.82,18173562.0
0,Life Sciences Total,00,000,14020,Bloomington,2023,0,0,000000,,70.0,186.32,20503373.0
0,Life Sciences Total,00,000,14020,Bloomington,2024,0,0,000000,,72.0,208.33,20833909.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2019,0,0,000000,,2059.0,72488.64,10124134537.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2020,0,0,000000,,2112.0,71787.72,10281372253.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2021,0,0,000000,,2243.0,72706.47,10897837624.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2022,0,0,000000,,2467.0,71759.21,11376899245.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2023,0,0,000000,,2542.0,71969.17,11688685033.0
0,Life Sciences Total,00,000,16980,Chicago-Naperville-Elgin,2024,0,0,000000,,2538.0,73076.23,11818758301.0
0,Life Sciences Total,00,000,17140,Cincinnati,2019,0,0,000000,,16.0,6.0,286017.0
0,Life Sciences Total,00,000,17140,Cincinnati,2020,0,1,000000,,17.0,0.0,0.0
0,Life Sciences Total,00,000,17140,Cincinnati,2021,0,1,000000,,19.0,0.0,0.0
0,Life Sciences Total,00,000,17140,Cincinnati,2022,0,0,000000,,21.0,5.83,345989.0
0,Life Sciences Total,00,000,17140,Cincinnati,2023,0,0,000000,,24.0,5.0,743287.0
0,Life Sciences Total,00,000,17140,Cincinnati,2024,0,1,000000,,27.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2019,0,1,000000,,21.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2020,0,1,000000,,22.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2021,0,1,000000,,24.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2022,0,1,000000,,29.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2023,0,1,000000,,26.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2024,0,0,000000,,28.0,322.58,20060597.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2019,0,0,000000,,39.0,382.4,24439506.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2020,0,0,000000,,42.0,353.81,23542627.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2021,0,0,000000,,45.0,395.49,26866947.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2022,0,0,000000,,49.0,258.49,17509573.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2023,0,0,000000,,46.0,266.48,18300392.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2024,0,0,000000,,43.0,258.15,18021483.0
