display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,age_14_18,age_19_21,age_22_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65plus
0,0,Tech Total,,,0,000,00000,United States,2019,000000,,0,0,8737.68341682726,63054.652145871994,222235.678138252,1377172.2561782799,1433837.93661799,1277529.3395473098,925113.5200900799,211975.17424491898
0,0,Tech Total,,,0,000,00000,United States,2020,000000,,0,0,7893.64745740706,55269.5709327312,214634.03636473298,1377219.5158676896,1441832.54411018,1275286.54948621,927510.3515856601,222556.55344764996
0,0,Tech Total,,,0,000,00000,United States,2021,000000,,0,0,9574.799749797612,58631.30714011879,214000.23019457,1407685.7771742102,1482650.83400216,1306765.95755431,951003.7227323801,241334.24517026797
0,0,Tech Total,,,0,000,00000,United States,2022,000000,,0,0,10482.73055970956,66229.8164522329,234560.51913632397,1529989.85641207,1576749.4857477301,1365661.21218976,983886.8768647999,270308.65666042
0,0,Tech Total,,,0,000,00000,United States,2023,000000,,0,0,9931.342362536481,63745.94060112459,222072.397720148,1522262.6207312602,1596270.0312488396,1362873.8825990502,978907.6817555401,289127.34114844503
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,0.681300200869,18.316948424844,61.156060275916005,339.05043216489696,346.561967840582,330.781672757823,219.770734301422,70.99870180043601
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,0.570559771491,16.476762895065,56.637698749248,307.84215141055404,306.62480064375995,331.014806664778,209.64189406573595,68.987546831059
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,0.0,19.671623370065998,56.735053529728,320.734382771265,274.650566385002,317.63870680092106,196.41937046961104,67.37212213675399
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,3.98992754087,27.498239013840998,58.197022249660996,307.37144411617,272.2844751131291,299.924081762504,198.31082530217597,51.803210330199
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,0.960906934514,25.567724071713,53.65347016406,292.16036997141003,271.30438975352,291.61535526045304,205.99156059282802,53.283456147030996
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,265.652289457351,1445.1955832297797,6434.472603163314,40777.52896531702,40139.01108223406,35291.29984005865,25432.50778569883,6212.92157714691
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,213.469619291764,1176.74585645755,5995.313617355739,39462.706114306995,39257.5329328541,34138.895220840204,25134.7900733357,6275.561094541071
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,284.31090179203494,1208.1956301730897,5671.307522780331,38067.424053662646,38033.93705943097,33646.14669404395,24810.136992402808,6565.896497199748
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,342.028559666855,1359.86284419441,5796.65126192696,39258.39335261461,38750.20346254021,33750.638184173426,24812.03894881338,7045.006660412479
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,382.40166125446996,1390.4020324653802,5091.175333263461,37161.43928020994,37728.616007162804,32923.02622141215,24302.74608275108,7446.543888652469
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,38.862495767207996,458.68723863396195,1291.758970188278,6800.9682914077075,7111.874056116511,6342.7631527055055,4686.107280395835,917.18413885389
