display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,females,males
0,0,Agbiosciences Total,,,0,000,00000,United States,2019,000000,,0.0,0.0,1627022.447884618,3377725.4198826654
0,0,Agbiosciences Total,,,0,000,00000,United States,2020,000000,,0.0,0.0,1578918.226180787,3295455.484845577
0,0,Agbiosciences Total,,,0,000,00000,United States,2021,000000,,0.0,0.0,1631529.7719142346,3331285.350768166
0,0,Agbiosciences Total,,,0,000,00000,United States,2022,000000,,0.0,0.0,1719707.028538735,3437241.985106986
0,0,Agbiosciences Total,,,0,000,00000,United States,2023,000000,,0.0,0.0,1763027.8021136366,3486587.6448430396
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2019,000000,,0.0,0.0,373.75687328351887,770.16999683746
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2020,000000,,0.0,0.0,355.8699748219302,781.5332805680328
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2021,000000,,0.0,0.0,391.47537863155696,815.1483474932526
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2022,000000,,0.0,0.0,420.62872291314886,869.7982513663969
0,0,Agbiosciences Total,,,00,000,14020,Bloomington MSA,2023,000000,,0.0,0.0,398.9752485096809,869.3709660396978
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0.0,0.0,41438.99728653141,72034.13856571483
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0.0,0.0,40354.85761284057,70288.06235295921
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0.0,0.0,42568.09768924826,71628.10214194852
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0.0,0.0,44668.507348184015,74059.7642805944
0,0,Agbiosciences Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0.0,0.0,47499.60732871013,77715.01690217416
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2019,000000,,0.0,0.0,9214.245980476277,20237.804325913832
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2020,000000,,0.0,0.0,8904.229136574404,18896.76227749712
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0.0,0.0,9224.165449725151,19295.16606948908
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2022,000000,,0.0,0.0,9775.085736415715,20197.67290963418
0,0,Agbiosciences Total,,,00,000,17140,Cincinnati MSA,2023,000000,,0.0,0.0,10580.510288354973,21679.43566212233
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2019,000000,,0.0,0.0,282.522289455532,574.5477052100481
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2020,000000,,0.0,0.0,287.44695309834407,577.793148460204
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2021,000000,,0.0,0.0,269.61045595484,522.5492743406858
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2022,000000,,0.0,0.0,261.460481363272,503.893645201592
0,0,Agbiosciences Total,,,00,000,18020,Columbus MSA,2023,000000,,0.0,0.0,285.610014237354,584.501658934158
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0.0,0.0,906.6171070239284,1606.1579672504886
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0.0,0.0,874.25782710634,1513.8257637151703
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0.0,0.0,884.3450861853098,1398.9075027337756
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2022,000000,,0.0,0.0,953.0322934725974,1502.2159743796037
0,0,Agbiosciences Total,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0.0,0.0,1053.781329964393,1617.9161092548502
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2019,000000,,0.0,0.0,1362.8526055165037,3314.9660458616927
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2020,000000,,0.0,0.0,1359.8743106492923,3336.0329234371125
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2021,000000,,0.0,0.0,1420.8279103915982,3322.605498758516
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2022,000000,,0.0,0.0,1440.439973321444,3278.6886890392743
0,0,Agbiosciences Total,,,00,000,21780,Evansville MSA,2023,000000,,0.0,0.0,1401.8240380807515,3285.826409294433
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2019,000000,,0.0,0.0,1444.9117472332575,3617.7294069040327
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2020,000000,,0.0,0.0,1440.530744499604,3425.335808899104
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2021,000000,,0.0,0.0,1508.8320676758854,3418.188365523631
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2022,000000,,0.0,0.0,1637.6343869928312,3490.4935609194727
0,0,Agbiosciences Total,,,00,000,23060,Fort Wayne MSA,2023,000000,,0.0,0.0,1699.9063975863637,3538.134175574279
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,000000,,0.0,0.0,7578.94361918668,16525.963525358628
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2020,000000,,0.0,0.0,7238.372301667992,16275.961906231387
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2021,000000,,0.0,0.0,7446.314085090966,16628.825036761962
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0.0,0.0,8122.304920527198,17388.434253129337
0,0,Agbiosciences Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0.0,0.0,8351.881618382136,17748.31148572446
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2019,000000,,0.0,0.0,183.31145590460002,419.04443931054766
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2020,000000,,0.0,0.0,193.329860753555,436.352275585751
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2021,000000,,0.0,0.0,191.91640420015298,430.82523419280403
0,0,Agbiosciences Total,,,00,000,29020,Kokomo MSA,2022,000000,,0.0,0.0,164.08911848502999,447.348695475193
