display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,jobs,grp
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,43780,South Bend-Mishawaka MSA,2009,334290,Other Communications Equipment Manufacturing,2,2,0.0,0.0
0,0,Tech Total,,,18,000,00000,Indiana,2014,000000,,0,0,61857.561888449185,11219606256.07379
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,29200,Lafayette-West Lafayette MSA,2024,517121,Telecommunications Resellers,2,2,9.61743578215,2848419.23795
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,16980,Chicago-Naperville-Elgin MSA,2007,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",2,2,2162.48833501,257267439.952
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,16980,Chicago-Naperville-Elgin MSA,2015,334413,Semiconductor and Related Device Manufacturing,2,2,318.832297395,67251783.4393
2,1,IT/Tech Services,,,00,000,21780,Evansville MSA,2023,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2,2,264.583865792,96040222.9584
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2011,334111,Electronic Computer Manufacturing,2,2,603.221333515,33803763.2141
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,33140,Michigan City-La Porte MSA,2015,334516,Analytical Laboratory Instrument Manufacturing,2,2,0.0,0.0
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,21140,Elkhart-Goshen MSA,2008,517111,Wired Telecommunications Carriers,2,2,116.099536515,32461288.3849
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,23060,Fort Wayne MSA,2024,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,2,2,41.8829209944,13557706.808
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,45460,Terre Haute MSA,2018,516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",2,2,0.866331284417,992089.88206
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,33140,Michigan City-La Porte MSA,2024,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,2,2,0.0,0.0
2,1,IT/Tech Services,,,00,000,45460,Terre Haute MSA,2015,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2,2,0.0,74014.6905892
2,1,IT/Tech Services,,,00,000,21780,Evansville MSA,2010,541513,Computer Facilities Management Services,2,2,183.192602188,31674562.7187
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,17140,Cincinnati MSA,2017,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",2,2,117.188608881,6445220.61996
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,18,000,00000,Indiana,2013,334112,Computer Storage Device Manufacturing,2,2,48.0001407229,2065721.59548
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,43780,South Bend-Mishawaka MSA,2007,334417,Electronic Connector Manufacturing,2,2,0.0,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,334112,Computer Storage Device Manufacturing,2,2,0.0,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,33140,Michigan City-La Porte MSA,2023,334112,Computer Storage Device Manufacturing,2,2,0.0,0.0
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,31140,Louisville/Jefferson County MSA,2019,517810,All Other Telecommunications,2,2,56.714019179,19989394.2622
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21140,Elkhart-Goshen MSA,2015,334519,Other Measuring and Controlling Device Manufacturing,2,2,0.0,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21140,Elkhart-Goshen MSA,2007,334610,Manufacturing and Reproducing Magnetic and Optical Media,2,2,0.51700577287,377034.687555
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,23060,Fort Wayne MSA,2015,519290,Web Search Portals and All Other Information Services,2,2,23.4067189809,5257970.90775
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21780,Evansville MSA,2017,334112,Computer Storage Device Manufacturing,2,2,0.0,0.0
2,1,IT/Tech Services,,,0,000,00000,United States,2013,541511,Custom Computer Programming Services,2,2,751500.013396,111144293649.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21140,Elkhart-Goshen MSA,2018,334111,Electronic Computer Manufacturing,2,2,0.0,43777.0177053
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,17140,Cincinnati MSA,2019,334310,Audio and Video Equipment Manufacturing,2,2,46.9539586084,5311870.08983
1,1,IT/Tech Services,,,00,000,18020,Columbus MSA,2007,000000,,1,1,306.55695817075997,26222821.154337
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2022,000000,,0,0,2823.4441028055335,669269243.0378158
2,1,IT/Tech Services,,,00,000,33140,Michigan City-La Porte MSA,2017,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2,2,4.61867276208,757404.571142
2,1,IT/Tech Services,,,00,000,23060,Fort Wayne MSA,2011,541519,Other Computer Related Services,2,2,95.1313225824,14058614.3042
2,1,IT/Tech Services,,,00,000,29020,Kokomo MSA,2013,541513,Computer Facilities Management Services,2,2,0.0,27959.2824141
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,21780,Evansville MSA,2014,517111,Wired Telecommunications Carriers,2,2,428.146768646,96131522.1379
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21140,Elkhart-Goshen MSA,2016,333242,Semiconductor Machinery Manufacturing,2,2,0.0,0.0
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,23060,Fort Wayne MSA,2017,517810,All Other Telecommunications,2,2,6.25358226299,3004882.64259
2,1,IT/Tech Services,,,00,000,33140,Michigan City-La Porte MSA,2022,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2,2,17.0797794059,3807715.29618
2,1,IT/Tech Services,,,00,000,18020,Columbus MSA,2023,611420,Computer Training,2,2,0.0,42809.312627
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2,2,8935.78795874,3497827408.82
2,1,IT/Tech Services,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2018,541512,Computer Systems Design Services,2,2,8412.49012127,1501187290.92
2,1,IT/Tech Services,,,00,000,18020,Columbus MSA,2010,811210,Electronic and Precision Equipment Repair and Maintenance,2,2,19.7111143349,1009270.75074
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,14020,Bloomington MSA,2013,334310,Audio and Video Equipment Manufacturing,2,2,0.0,0.0
2,1,IT/Tech Services,,,00,000,21140,Elkhart-Goshen MSA,2012,541513,Computer Facilities Management Services,2,2,31.9950738889,3413982.91587
2,1,IT/Tech Services,,,00,000,21780,Evansville MSA,2015,541511,Custom Computer Programming Services,2,2,123.231528067,17423121.9839
2,1,IT/Tech Services,,,00,000,16980,Chicago-Naperville-Elgin MSA,2012,541519,Other Computer Related Services,2,2,4498.74157056,1001525585.6
1,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,17140,Cincinnati MSA,2010,000000,,1,1,3692.0949351498903,667447714.393091
1,1,IT/Tech Services,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2021,000000,,1,1,21686.3178338369,4083079053.69818
