display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,postings
0,0,Tech Total,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,272.0
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2020,000000,,0,0,5006.0
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,40446.0
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,5704.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2023,000000,,0,0,488.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2024,000000,,0,0,91692.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,606.0
0,0,Tech Total,,,00,000,33140,Michigan City-La Porte MSA,2022,000000,,0,0,492.0
0,0,Tech Total,,,0,000,00000,United States,2022,000000,,0,0,4555168.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2020,000000,,0,0,378.0
0,0,Tech Total,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,1120.0
0,0,Tech Total,,,00,000,29020,Kokomo MSA,2024,000000,,0,0,368.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,110444.0
0,0,Tech Total,,,18,000,00000,Indiana,2022,000000,,0,0,82622.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2021,000000,,0,0,820.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2022,000000,,0,0,458.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2021,000000,,0,0,648.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2023,000000,,0,0,784.0
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,000000,,0,0,24866.0
0,0,Tech Total,,,00,000,29020,Kokomo MSA,2022,000000,,0,0,232.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2021,000000,,0,0,738.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2024,000000,,0,0,2050.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,147638.0
0,0,Tech Total,,,0,000,00000,United States,2023,000000,,0,0,3005408.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,113666.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2021,000000,,0,0,2646.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2022,000000,,0,0,2382.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2020,000000,,0,0,330.0
0,0,Tech Total,,,00,000,33140,Michigan City-La Porte MSA,2021,000000,,0,0,574.0
0,0,Tech Total,,,18,000,00000,Indiana,2020,000000,,0,0,53104.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2022,000000,,0,0,594.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2023,000000,,0,0,24772.0
0,0,Tech Total,,,18,000,00000,Indiana,2024,000000,,0,0,51370.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2022,000000,,0,0,42798.0
0,0,Tech Total,,,0,000,00000,United States,2024,000000,,0,0,2901536.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,38484.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2024,000000,,0,0,842.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2020,000000,,0,0,1616.0
0,0,Tech Total,,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,496.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2024,000000,,0,0,650.0
0,0,Tech Total,,,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,0,0,12898.0
0,0,Tech Total,,,0,000,00000,United States,2020,000000,,0,0,3212762.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2023,000000,,0,0,2346.0
