sector_id,sector_name,statefips,countyfips,metrofips,GEO_AREA,year,own,disc,naics,naics_title,repunits,empl,wages
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111120,Oilseed (except Soybean) Farming,55.0,244.08,11664027.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111130,Dry Pea and Bean Farming,94.0,790.66,31519403.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111140,Wheat Farming,2017.0,5755.58,214523490.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111150,Corn Farming,3434.0,17901.16,767428710.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111160,Rice Farming,864.0,3338.91,146858979.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111191,Oilseed and Grain Combination Farming,4154.0,17193.08,673966224.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111199,All Other Grain Farming,1155.0,4453.41,176573652.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111211,Potato Farming,1034.0,16728.58,622938858.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111219,Other Vegetable (except Potato) and Melon Farming,3898.0,72818.25,2689443245.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111310,Orange Groves,451.0,4328.75,179810392.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111320,Citrus (except Orange) Groves,312.0,2197.16,81400568.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111331,Apple Orchards,1672.0,35482.75,984587868.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111332,Grape Vineyards,1936.0,26277.0,953093577.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111333,Strawberry Farming,457.0,28037.33,870975087.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111334,Berry (except Strawberry) Farming,998.0,20067.75,587758385.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111335,Tree Nut Farming,2307.0,21408.08,841733422.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111336,Fruit and Tree Nut Combination Farming,431.0,7754.58,262797192.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111339,Other Noncitrus Fruit Farming,2409.0,30426.0,857618301.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111411,Mushroom Production,230.0,11130.25,432115230.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111419,Other Food Crops Grown Under Cover,1644.0,21956.83,802056991.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111421,Nursery and Tree Production,5014.0,82573.66,2947600810.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111422,Floriculture Production,2184.0,45635.75,1521348982.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111910,Tobacco Farming,443.0,2391.25,72197201.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111920,Cotton Farming,2877.0,11996.83,446756530.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111930,Sugarcane Farming,268.0,3637.16,220683298.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111940,Hay Farming,1764.0,9438.08,372666761.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111991,Sugar Beet Farming,350.0,1732.91,67703186.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,111992,Peanut Farming,215.0,1081.66,34071732.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,111998,All Other Miscellaneous Crop Farming,4600.0,34572.5,1316921235.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112112,Cattle Feedlots,1118.0,14606.41,688670906.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,112120,Dairy Cattle and Milk Production,7006.0,105840.08,3985688604.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112210,Hog and Pig Farming,2419.0,31008.91,1271576279.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112310,Chicken Egg Production,700.0,22415.41,974281847.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112320,Broilers and Other Meat Type Chicken Production,562.0,7288.58,345080722.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112330,Turkey Production,344.0,5213.25,222952131.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112340,Poultry Hatcheries,412.0,9282.08,436560923.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112390,Other Poultry Production,134.0,1774.0,72773753.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112410,Sheep Farming,224.0,1005.33,33617016.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112420,Goat Farming,120.0,516.5,15523334.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,112511,Finfish Farming and Fish Hatcheries,514.0,4060.0,175426624.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112512,Shellfish Farming,293.0,2601.83,109876061.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112519,Other Aquaculture,144.0,881.25,42952041.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112910,Apiculture,677.0,3525.83,141161903.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112920,Horses and Other Equine Production,1359.0,5890.08,226059389.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,112930,Fur-Bearing Animal and Rabbit Production,95.0,793.25,26249086.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,112990,All Other Animal Production,1362.0,10072.25,541890166.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,113110,Timber Tract Operations,715.0,6801.66,444921408.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,113210,Forest Nurseries and Gathering of Forest Products,313.0,2075.75,88830396.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,113310,Logging,8155.0,48258.58,2255166362.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,114111,Finfish Fishing,996.0,3765.08,316707491.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,114112,Shellfish Fishing,1036.0,2439.16,187033797.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,114119,Other Marine Fishing,105.0,453.83,38825946.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,114210,Hunting and Trapping,497.0,1916.5,71327575.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,1,115310,Support Activities for Forestry,2598.0,17444.66,856686499.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,311221,Wet Corn Milling and Starch Manufacturing,67.0,13210.33,1255466671.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,311224,Soybean and Other Oilseed Processing,220.0,8834.91,582991273.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,311225,Fats and Oils Refining and Blending,160.0,6992.58,454814750.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,321113,Sawmills,3087.0,81633.83,3976815305.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,322110,Pulp Mills,79.0,5663.83,508660268.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,325193,Ethyl Alcohol Manufacturing,212.0,10458.58,876033956.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,424510,Grain and Field Bean Merchant Wholesalers,4042.0,42065.5,2555222962.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,424520,Livestock Merchant Wholesalers,1269.0,17445.58,421692232.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,424590,Other Farm Product Raw Material Merchant Wholesalers,1226.0,9438.5,555782171.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2019,0,0,493130,Farm Product Warehousing and Storage,960.0,10962.16,534753897.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111120,Oilseed (except Soybean) Farming,67.0,284.41,12945931.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111130,Dry Pea and Bean Farming,93.0,575.16,24399894.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,1,111140,Wheat Farming,2015.0,5890.66,227164382.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111150,Corn Farming,3517.0,18136.25,806174942.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111160,Rice Farming,853.0,3341.58,153851034.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,1,111191,Oilseed and Grain Combination Farming,4185.0,17303.91,702057618.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111199,All Other Grain Farming,1232.0,4544.58,186554406.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111211,Potato Farming,1041.0,16708.58,679905564.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111219,Other Vegetable (except Potato) and Melon Farming,4028.0,70749.0,2844200543.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111310,Orange Groves,428.0,4077.58,177642288.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111320,Citrus (except Orange) Groves,306.0,2105.0,85089626.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,1,111331,Apple Orchards,1621.0,32767.75,958924812.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111332,Grape Vineyards,1921.0,24485.5,946037078.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111333,Strawberry Farming,448.0,27593.33,904056825.0
1,"Agricultural Production, Distribution and Processing",0 ,000,00000,United States,2020,0,0,111334,Berry (except Strawberry) Farming,1000.0,20663.66,654674792.0
