sector_id,sector_name,statefips,countyfips,metrofips,geo_area,year,own,disc,naics,naics_title,repunits,empl,wages
0,Life Sciences Total,0 ,000,00000,United States,2019,0,0,000000,,130583.0,2442457.33,273702290938.0
0,Life Sciences Total,0 ,000,00000,United States,2020,0,0,000000,,137986.0,2489769.83,298447148165.0
0,Life Sciences Total,0 ,000,00000,United States,2021,0,0,000000,,149908.0,2614946.99,328419223975.0
0,Life Sciences Total,0 ,000,00000,United States,2022,0,0,000000,,165972.0,2758292.52,353186115655.0
0,Life Sciences Total,0 ,000,00000,United States,2023,0,0,000000,,175358.0,2797957.83,372024940684.0
0,Life Sciences Total,00,000,14020,Bloomington,2019,0,0,000000,,50.0,145.66,10210639.0
0,Life Sciences Total,00,000,14020,Bloomington,2020,0,0,000000,,53.0,136.75,9414882.0
0,Life Sciences Total,00,000,14020,Bloomington,2021,0,0,000000,,56.0,150.49,12797861.0
0,Life Sciences Total,00,000,14020,Bloomington,2022,0,0,000000,,62.0,174.82,18173562.0
0,Life Sciences Total,00,000,14020,Bloomington,2023,0,0,000000,,70.0,186.32,20503373.0
0,Life Sciences Total,00,000,17140,Cincinnati,2019,0,0,000000,,16.0,6.0,286017.0
0,Life Sciences Total,00,000,17140,Cincinnati,2020,0,1,000000,,17.0,0.0,0.0
0,Life Sciences Total,00,000,17140,Cincinnati,2021,0,1,000000,,19.0,0.0,0.0
0,Life Sciences Total,00,000,17140,Cincinnati,2022,0,0,000000,,21.0,5.83,345989.0
0,Life Sciences Total,00,000,17140,Cincinnati,2023,0,0,000000,,24.0,5.0,743287.0
0,Life Sciences Total,00,000,18020,Columbus,2019,0,1,000000,,21.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2020,0,1,000000,,22.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2021,0,1,000000,,24.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2022,0,1,000000,,29.0,0.0,0.0
0,Life Sciences Total,00,000,18020,Columbus,2023,0,1,000000,,26.0,0.0,0.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2019,0,0,000000,,39.0,382.4,24439506.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2020,0,0,000000,,42.0,353.81,23542627.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2021,0,0,000000,,45.0,395.49,26866947.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2022,0,0,000000,,49.0,258.49,17509573.0
0,Life Sciences Total,00,000,21140,Elkhart-Goshen,2023,0,0,000000,,46.0,266.48,18300392.0
0,Life Sciences Total,00,000,21780,Evansville,2019,0,0,000000,,69.0,535.22,28837494.0
0,Life Sciences Total,00,000,21780,Evansville,2020,0,0,000000,,71.0,440.9,27792971.0
0,Life Sciences Total,00,000,21780,Evansville,2021,0,0,000000,,79.0,425.57,28100417.0
0,Life Sciences Total,00,000,21780,Evansville,2022,0,0,000000,,79.0,396.57,27869537.0
0,Life Sciences Total,00,000,21780,Evansville,2023,0,0,000000,,81.0,178.9,13324577.0
0,Life Sciences Total,00,000,23060,Fort Wayne,2019,0,0,000000,,123.0,768.56,47475410.0
0,Life Sciences Total,00,000,23060,Fort Wayne,2020,0,0,000000,,123.0,767.31,51693394.0
0,Life Sciences Total,00,000,23060,Fort Wayne,2021,0,0,000000,,129.0,822.22,56715440.0
0,Life Sciences Total,00,000,23060,Fort Wayne,2022,0,0,000000,,146.0,842.06,68532010.0
0,Life Sciences Total,00,000,23060,Fort Wayne,2023,0,0,000000,,157.0,853.82,68260575.0
0,Life Sciences Total,00,000,26900,Indianapolis-Carmel-Greenwood,2019,0,0,000000,,740.0,12347.37,1173703198.0
